step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,15,sequential,1,1,0
1000,15,sequential,1,1,0
1825,15,sequential,1,1,1
3650,15,sequential,1,1,1
5000,15,sequential,1,1,1
7300,15,sequential,1,1,1
10000,15,sequential,1,1,1
